GT keypoint location for ape, file 000000.jpg is [-197.94128086 -202.48797201  942.10148145]
	Total input point count: 1618

Estimated keypoint location for RANSAC with refinement with and an epsilon of 0.03 is [-197.96999939 -202.46142813  942.0718586 ]
	Offset from GT: 0.04905961232911358
	Total inlier count: 957
	Inlier ratio: 0.5914709517923362

Estimated keypoint location for RANSAC without refinement and an epsilon of 0.03 is [-197.94650484 -202.58379527  942.23037453]
	Offset from GT: 0.16069478084073002

 Object Point cloud and corresponding radial values:
-0.10538113164762268, -0.16064468140381644, 1.001, r=1.1737520026288604
-0.1036323893968569, -0.16064468140381644, 1.001, r=1.1883050707615228
-0.10188364714609109, -0.16064468140381644, 1.001, r=1.201852771140568
-0.10822599707133716, -0.15794702849308323, 0.995, r=1.1328725608670513
-0.10648773679210442, -0.15794702849308323, 0.995, r=1.1467979551613285
-0.10506530408024718, -0.1584232506895448, 0.998, r=1.1702981286495586
-0.1036323893968569, -0.15889947288600634, 1.001, r=1.1939872357653318
-0.10188364714609109, -0.15889947288600634, 1.001, r=1.2077758703496273
-0.1001349048953253, -0.15889947288600634, 1.001, r=1.2216669440486596
-0.09809129902025013, -0.1584232506895448, 0.998, r=1.2261425051389134
-0.09634779775525086, -0.1584232506895448, 0.998, r=1.240863884766069
-0.10963270682589482, -0.15574128896428638, 0.992, r=1.1163586277903506
-0.10822599707133716, -0.15621228076558966, 0.995, r=1.139891778964512
-0.10648773679210442, -0.15621228076558966, 0.995, r=1.1536893956890186
-0.10506530408024718, -0.15668327256689296, 0.998, r=1.1764813864633108
-0.10332180281524792, -0.15668327256689296, 0.998, r=1.1901401427895593
-0.10157830155024865, -0.15668327256689296, 0.998, r=1.2041099121321575
-0.09983480028524938, -0.15668327256689296, 0.998, r=1.2183688198438267
-0.09779643539594075, -0.15621228076558966, 0.995, r=1.2235388206186724
-0.09605817511670801, -0.15621228076558966, 0.995, r=1.2377245222301498
-0.09431991483747527, -0.15621228076558966, 0.995, r=1.2520050313998095
-0.09258165455824255, -0.15621228076558966, 0.995, r=1.2669732993926606
-0.11136572611936102, -0.15401177163195112, 0.992, r=1.110611256818912
-0.10963270682589482, -0.15401177163195112, 0.992, r=1.123994973595188
-0.10822599707133716, -0.1544775330380961, 0.995, r=1.1466146472129328
-0.10648773679210442, -0.1544775330380961, 0.995, r=1.1600549296458422
-0.10474947651287168, -0.1544775330380961, 0.995, r=1.174252617891579
-0.10301121623363894, -0.1544775330380961, 0.995, r=1.1883339705397216
-0.10127295595440622, -0.1544775330380961, 0.995, r=1.2015569552595053
-0.09953469567517348, -0.1544775330380961, 0.995, r=1.2160163426642958
-0.09779643539594075, -0.1544775330380961, 0.995, r=1.2305041902596152
-0.09605817511670801, -0.1544775330380961, 0.995, r=1.244675560540888
